x_1,y_1,x_2,y_2
-921.4067835140418,-1562.9446569156457,-378.05685048749433,-1199.8441810066463
-1535.3354441279646,-1968.401738489223,-311.8184476578401,-2261.8292269027065
-1162.6388028218785,-1704.407950107809,-26.4837658613871,-766.7443225175191
-1141.8086234003013,-2032.5639351934487,-634.8818203276771,-1307.4435580902916
-6.387646278121554,-1474.093100467942,-785.3585468150816,-1828.483372130231
-16.440058350932986,-526.4431203600045,-543.3337039841209,-1971.4617061721292
-1723.3513474064525,-2837.510835210735,-165.7889288766462,-2645.232433428041
-1050.5958669461684,-1432.5996896944566,-137.84553544555408,-774.0465543981959
-1003.0542798330565,-1858.7218432138184,-330.2415861649697,-3440.503683610421
-993.7549810688397,-1710.4233636577228,-493.7992157599517,-1141.8136992791108
-7.026016577578562,-1555.618631020688,-536.0794074397149,-2223.7226555485663
-19.29588712126406,-518.7518919619879,-546.5557846798689,-1343.250794909975
-1649.9167713326071,-2732.914893706455,-86.79722406433781,-2549.374002437127
-751.445682332115,-1513.363887980385,-176.08321097522003,-4327.387339561889
-188.5751137345651,-4336.979054966607,-595.139000146547,-3768.124854833922
-966.2633731975535,-1515.7156307086966,-411.19153763400743,-981.0864164675551
-2.678344949872184,-1517.2223971041135,-340.4713780691841,-2708.6904566476132
-20.773760888203128,-294.44963732041504,-116.49925017962596,-786.7479422031865
-1061.838221194334,-1442.2563832978537,-406.45447619976915,-913.9926673549184
-15.276802682136804,-1374.0925897128827,-204.9980330552484,-589.8622422133063
-1.0280513941137526,-1234.1747636617333,-1569.6362793974602,-1847.6365477509773
-0.37545265685560775,-1447.5150806115962,-1225.5477733781483,-1499.4398975202892
-1242.6188888912602,-1498.9157790774898,-476.5952960928535,-1063.6253459969903
-29.692522313981044,-1336.4615342350914,-74.72166518754102,-790.1485740702715
-869.2141237030294,-1964.6126585235331,-54.52834368723029,-677.0143275163829
-0.32108931469049906,-1497.374525798091,-1384.2719368455762,-1695.4816031934863
-1398.6135477465748,-1700.6099629956127,-699.8957200457853,-1389.7576002667147
-22.47135084464935,-1479.023861710282,-5.708837111752473,-976.6014599005765
-45.86250523000126,-4243.652074542948,-155.28698668901458,-386.2438208061026
-684.0875500103547,-1010.393590126364,-233.92278676760998,-4099.2641028808275
-1381.6445070403151,-2115.31130350656,-1033.4272751005215,-1533.6535354463535
-18.415004503943237,-2851.5502416966183,-1420.5896866169305,-2801.6068465861945
-4.228976763201784,-856.6941389670839,-528.1729376613594,-2645.993810385515
-23.668860827682693,-2205.5613942992704,-12.3137151869621,-1047.0087182847176
-36.870823572942754,-3609.8783219348697,-1656.6698497293517,-2684.871165895648
-376.5672971489441,-685.5338686225402,-380.47482884541205,-4630.489587658493
-97.18168411700253,-4069.7106498673725,-1042.445764219577,-1638.0902465226104
-1344.441767788693,-1824.6731003753694,-1547.2687571692145,-1658.4924732995355
-1568.5621288868383,-1661.7846728709742,-461.03703883404205,-2307.328897445255
-486.1662965471769,-2317.3011106793856,-896.2258292963868,-2581.8127449223634
-921.84997849812,-2596.8041963065675,-758.5566710993808,-1017.8177185490567
-608.1952607778444,-1954.548757776843,-157.04981573434725,-3454.451923767606
-16.97389533540081,-3755.4907271621573,-133.60231776839055,-1706.3698959767266
-169.3341539939256,-1748.2853223244338,-203.27734008975668,-1283.7249487286026
-6.0289912939890655,-1219.708443093218,-1625.9448065346987,-8565.307390730926
-43.04248902066138,-1293.450636894866,-909.4050499082659,-2032.0680335878278
-39.61070870128145,-1220.9253478172732,-256.69051065195896,-450.5667525316348
-539.6097486361432,-567.2517625943256,-259.21000901619243,-778.9206672533388
-617.745905234153,-1358.7412773830345,-165.24587376406072,-487.1737581939471
-163.8707448151755,-482.2221201750588,-157.67576994972103,-401.0512350551618
-162.29098730442672,-394.1868264162764,-560.5133095216723,-776.0442466306714
-99.47543818813574,-8410.617991377296,-175.3591883792351,-2346.4357640133435
-158.77059497804203,-614.0442701342627,-149.30630681554976,-1834.2978954549578
-241.58641558435204,-725.2966715738511,-112.73583778139161,-1320.2368337273974
-115.26264236380983,-1318.1134257514245,-69.78239496092851,-912.6928781713957
-1551.5572612741068,-2400.828969194643,-1309.1272501205658,-1731.8639608169342
-24.980639135810634,-2524.1043809294965,-1134.3047389377612,-2178.628366530989
-448.18148687424355,-2752.284943789819,-320.944720532917,-3490.6372191643486
-8.45748226739397,-4689.162213396058,-375.05213640373336,-1707.738970774001
-610.9088245823602,-2241.2893565699833,-208.10435946818325,-16091.987437406817
-51.6948085227115,-1013.3909687600034,-236.2894238312698,-470.61798583669895
-1532.9301348103638,-2296.4103192911984,-1239.3138172827234,-1680.5482432641516
-22.59525367107517,-2249.9357788911807,-939.9316215276682,-1974.800312066082
-406.33096691594983,-2589.7612877227216,-966.5767832423758,-2975.3870839451242
-59.21252088057112,-869.5738637019484,-375.794105158691,-454.0972827807621
-1536.8579547804893,-2082.351884086698,-1011.4969660740713,-1621.5057194728038
-16.946978511369707,-2085.1445017437572,-799.3117902819849,-2003.711586182859
-472.36402270118856,-2528.1552644081867,-1568.7550785351996,-2476.170092363238
-95.83618594035185,-872.8298067964645,-197.19511784643373,-1019.8805657473163
-1534.77236134685,-1918.597511700025,-814.7178790107359,-1627.409562395514
-2.2511010695816367,-2094.4721846054667,-700.0052578678003,-2056.3539340267307
-688.308620831071,-2592.371799090804,-1461.8227146360275,-2091.0964748170973
-0.9809424884224427,-2183.5657303326225,-1434.9343544082149,-17105.12253035741
-256.1455830917292,-916.7488260879584,-83.2072359401568,-1443.7250302951948
-22.313028427030837,-1630.4936350861526,-1390.6135172830411,-2037.9477620138339
-1397.1702645498838,-2054.5864493173035,-915.6007455502045,-1542.9732290591708
-20.74673397882725,-2181.1615416254213,-671.4645235738903,-1842.0241238870472
-52.10503440365386,-852.2313761188071,-895.5086777527763,-2606.5540663878487
-943.5969041924459,-2620.9573560614604,-896.6640966429013,-1970.3409082399112
-24.09375758414717,-775.9999847864583,-78.20910429977812,-1233.4910299775654
-127.43945617692475,-1268.50480346663,-14.545529355797044,-1609.3586721517713
-14.319305117796983,-2971.1573947113047,-1677.9303407080497,-10982.39387804195
-1075.5669702225723,-11516.977951652427,-64.28953929736599,-10967.398937265134
-347.04503009571124,-931.4596085761636,-15.988447143003214,-1582.9073963628564
-288.6938487242381,-886.816161041387,-9.604230048530553,-1680.989428398735
-202.60078572394514,-612.3395066344533,-308.1731892994537,-854.6809061595307
-101.56251168257894,-250.12079977982341,-84.28301402203974,-588.9022658241518
-1497.9155013943298,-2214.8253433322325,-792.1926101694866,-1574.0304122914508
-22.710174149638988,-2024.9412998493844,-677.8942310589275,-1537.3057201129475
-18.25172789698731,-1243.9684850394142,-988.7968028609571,-2531.740306514043
-1046.3209352078816,-2551.375231784306,-288.1816776210226,-1975.730248648509
-12.773922403350298,-2396.021208326325,-8.223229542636545e-06,-2306.7151826642216
-84.42110105347132,-334.27437166381384,-1649.0549984481022,-10155.915582606585
-300.5896227472775,-600.0534131413943,-253.06882454854178,-1136.1385423948175
-1628.0744175977147,-2362.7323450975978,-509.2291393733,-1535.5941028142
-31.29138763968922,-1612.8555812018637,-654.8446215115125,-1324.1179639377062
-8.243199769638887,-1666.6039491256247,-922.0236387622481,-2145.995221101033
-981.7626524715947,-2172.6975526065303,-55.05027705540442,-2658.0162588943026
-3.126523016023839,-1137.9521932620523,-779.0604006810963,-7024.714013381404
-207.84874467412186,-513.9726054235343,-241.72217740125814,-904.8905850499137
-1651.1399776102332,-2547.8191288350795,-615.5175685341434,-1250.6201267783565
-24.600453347505663,-1169.8532285982951,-675.7516823484531,-1359.0696677492033
-36.14463305481718,-485.7511608599778,-149.83040725682145,-397.844031219741
-24.80725097909817,-5809.223342892973,-165.72131666133464,-8250.1391264539
-1614.1841732477048,-2764.9708560491704,-664.5006676726081,-1218.391971487548
-25.951399330118647,-873.6190466842856,-701.2749103225905,-1809.6256634078782
-11.740607135030407,-1746.3592864349157,-743.5786409942883,-1927.060152951024
-755.5781670652129,-1985.6532782472868,-1083.7240279006837,-11551.311250419629
-14.879781924784766,-1758.4687822231645,-183.3714136859785,-959.2857976177326
-1686.3275623085806,-2902.0093517539194,-580.2677503947489,-1668.3574937458761
-6.647163366288851,-916.7794380436233,-969.985380841971,-2174.822968767404
-18.942207244195647,-1375.3532372443296,-933.3852307214864,-2297.788719473826
-969.0964922568988,-2359.3723798134138,-3739.6628102457435,-13597.463166316757
-26.881977224215007,-10461.485660410062,-2648.7987796180496,-21082.18364225695
-13.95356348432324,-2049.0095941694854,-66.56450771514574,-868.0391147213777
-503.7422818552185,-1819.4918490041564,-1936.8821247573767,-2582.7188273910606
-1954.3459479342764,-2610.203734682911,-761.5708166860113,-1792.0331261850824
-802.4908534235117,-1811.041556244457,-324.5917872233068,-1224.7954198079433
-370.28453021368296,-1242.326797911317,-1187.4951503519121,-2046.209439491838
-752.3665111501355,-1991.394841388927,-3466.2817394657786,-4758.243895299846
-3527.119144039376,-4787.289059085624,-4461.107301526403,-14892.553831286097
-4518.091863803096,-14911.040948696904,-240.51289776367412,-16363.955974306637
-278.8251836369709,-16369.099987261468,-1225.3846766853512,-15972.768765697461
-29.46949137313709,-966.1139322413649,-905.1950750507604,-1557.9222345195521
-656.891947728403,-3754.4472246348782,-1062.5889106295322,-2517.6260551907803
-2215.0292789569753,-3162.3349788555247,-1284.869280026526,-2231.9284494656613
-3790.1482527180833,-8098.862489469418,-4720.7139198090335,-17719.471138784716
-13.089433803452266,-19655.771943912616,-2027.309885268205,-18120.68059324742
-2.5782819858741277,-6484.169448269254,-6691.572207334566,-8176.301327821684
-2595.4516203787407,-3416.6057526681343,-1545.500094003657,-2374.635159902593
-4234.414409679324,-10939.667133289426,-4403.984596649967,-20696.090598662533
-14.087616033488302,-18313.033348016805,-2779.800217315713,-17792.51667721554
-13.214040083095824,-10100.89087744315,-5733.731902594661,-7695.889679436589
-0.642879415203879,-3635.8893471472957,-0.3121573586740851,-6708.202552113982
-2516.2643177363266,-3564.955897107424,-1952.2435408296476,-3016.6248673734776
-27.32327993657077,-941.7172931835464,-1385.4359041633822,-3704.772469860055
-3766.057520363416,-11891.359960105334,-5629.064745726315,-20964.990430054935
-17.08089437581657,-17747.61734018229,-1772.5758193424535,-16667.338121087236
-1269.4999493619162,-10080.047413919334,-1960.9394282891844,-6372.835718195191
-2013.8052166591278,-6423.996297012748,-888.9688273867305,-5544.432173589832
-320.13337230266535,-2877.6812944453814,-2435.539082983335,-3170.706522485415
-2432.8377357281543,-3208.7872642718457,-1456.6525582109762,-2810.0294486249613
-1471.7328328757976,-2850.17183021014,-375.1666394122303,-1155.458177482301
-413.3336479651125,-1210.7353827966062,-3279.648757704933,-7262.759933701318
-1304.4155447447904,-3955.370343927085,-4294.634667544318,-16071.412207455682
-4344.306906351641,-16088.542703023359,-5374.521080245817,-19741.066810379183
-5396.242344078855,-19755.589198889895,-129.61503661407914,-18086.416488044124
-146.56744404912752,-18084.17362955927,-821.2624996214145,-11432.918347546556
-33.682886367798346,-1426.219861740112,-236.3423327930559,-6783.452955292881
-290.1102535510363,-6811.750830433339,-5736.639743566334,-9618.439846277417
-14.346040223910677,-9690.781218076869,-550.6383771357669,-4444.231068665014
-6.21872812911098,-2887.845501836099,-2614.0235273501353,-3338.085847649865
-2615.1648359061014,-3377.266316437648,-1023.8029296408118,-4048.096972702938
-4919.33052800579,-18377.26078058796,-4292.085966326107,-18873.164521955143
-41.68580920262684,-10165.667160920666,-8452.58254765212,-11441.57467891038
-14.599352792767604,-7628.196270986529,-2461.1167630010295,-10298.56145965522
-1579.6350605531543,-4789.992136712471,-597.0153507009416,-2816.4220272287457
-2307.86587522221,-4420.63803102779,-902.7848835433151,-4179.955411866841
-915.6611904414663,-4212.453494617128,-538.7824160752983,-917.2528622450142
-570.3505827501523,-963.1523469373477,-4251.648222736087,-9414.789765545163
-4297.9253900568165,-9435.949609943184,-1439.2125147020063,-5172.376718696431
-4424.71998612768,-15963.02464277857,-3761.983856199484,-21326.807647706766
-3788.7236553621333,-21327.40500674724,-557.2065533063633,-15981.09648624442
-4353.912010793214,-15230.267188425536,-294.82567843720244,-6183.575505644829
-347.89877104570405,-6218.571321727733,-2629.8342622559267,-11716.978237744073
-2667.049082912261,-11722.276600681489,-1033.3188815385438,-22890.717251273956
-1067.0014655018385,-22907.408324537224,-29.82750475155808,-12265.96355664981
-647.1875990176525,-815.6627427792225,-764.8489732336784,-4636.191981356165
-765.6936914271255,-4633.6747167759995,-324.6752920008539,-644.6688547276617
-4.620472235145144,-1697.2155339294056,-149.15291542833552,-2016.3644795911957
-3.5589884616640575,-880.686089625189,-0.7912265926734108,-3026.759655746804
-2706.6140983532273,-5579.889807896772,-520.9290686403926,-4020.181710168201
-2090.9710444436387,-17850.830957509486,-3293.691251806751,-28827.243806787
-3052.096779913918,-23325.884909539203,-539.3394353212461,-5635.139202374066
-583.2931123207472,-5666.5427641440965,-5527.014959467435,-16250.057794438815
-2465.098875453531,-5503.493653843344,-845.9778827700796,-5447.821555706483
-109.83311153315299,-19659.93554996587,-1877.1631533514374,-26772.455376922
-3215.046042346119,-22786.981301403885,-1771.0928321633057,-3832.1803611960695
-1818.6685094502816,-3863.902535471593,-4235.817194367297,-15094.326360320203
-2060.0490783374325,-5679.781243928192,-1229.3421135315798,-6523.157520257482
-19.894636238590465,-13026.6288832774,-5287.553835938463,-18070.307492186537
-4005.177843167765,-18328.21986191036,-1147.4608065911602,-3065.7945645025898
-1177.2293368025232,-3126.571932728727,-1343.7701407667855,-9634.77356040509
-1786.5967659496423,-6282.541417644108,-497.8845126993539,-6852.5894252889275
-2.240221972366271,-14088.584918027023,-3571.7459809065404,-13536.677847218461
-3081.810997111028,-15743.747108357722,-624.385657589881,-2158.5395743437125
-1635.0833159914018,-6517.535824633598,-98.58224830276801,-5771.610828784635
-5.254441629112989,-13615.239241232213,-2079.6461718448627,-23070.722480498887
-2454.4749128477597,-16334.125428949113,-233.8838334886973,-2334.134522834545
-1550.769588263005,-6166.130680291682,-438.99107704461073,-5353.571361920233
-37.01182863446593,-11957.696629312311,-18.44882270503149,-32612.694106372117
-3288.5898671257964,-16821.247535217957,-1603.6217669477883,-12880.482847310024
-152.8933706434464,-5998.541108116319,-1424.1966718745905,-5754.553694336348
-1446.3944952904144,-5821.533727365835,-3880.1680989809415,-4689.103629534683
-29.384580575213477,-1269.0381889712955,-1260.7608124634248,-3191.104910192825
-31.798248735165544,-2142.4967570631743,-8173.022179772604,-17395.259070227396
-8162.979507567448,-17358.36814868255,-5.66918172977239,-12220.77531823971
-19.205083085892113,-264.43456916630515,-273.7680418493301,-1546.1327760217637
-346.5294094144706,-1558.220224374592,-17.991117130871316,-1915.2889121660035
-512.4689044444167,-5448.115507176677,-1326.7325629425277,-11371.202495651223
-4.91588452722408,-1483.7006220493138,-346.17489455235454,-1682.2749040316298
-167.8892208914889,-4321.789245905386,-3624.831172642729,-7197.358280482271
-8.747718833461775,-5592.500661827549,-1436.241630864643,-6666.442329096295
-1451.137841564915,-6716.575903552272,-4612.575250234169,-9247.80512085958
-4.529344373007679,-5634.045797056893,-1050.6807444558247,-7316.729778005112
-1061.585104871501,-7341.031594347249,-4523.800108375535,-11646.699403343215
-2058.205953593444,-17354.084573750308,-21.512839575796534,-10226.359108666391
-1505.7788582503636,-7553.273143702761,-0.2305570043354237,-10796.429561098692
-1.3755907951809612,-6106.140398389199,-196.1727614894528,-6845.886457870898
-206.16154695856295,-6870.639966713312,-4632.054732999589,-9076.82759121916
-2956.489572007351,-21425.8644318989,-1721.9414825004314,-6972.144943280818
-1734.3349563299762,-6953.670658904398,-970.3719097520225,-21039.504799232356
-11.567029009550566,-6176.858832349092,-414.0715037219642,-6722.189574158895
-425.2835772519557,-6749.819450091794,-2716.947033562501,-11454.051745734372
-20.77479263620262,-15569.799597775174,-1782.0878330469313,-13183.737606406194
-2385.0211387394065,-18632.504251885595,-686.9809069304483,-4194.059254202364
-689.4769054634412,-4171.6918567435905,-2389.5861162677465,-26713.981022404132
-19.750708126240205,-5868.5265021093555,-2372.196445223686,-6960.608730557564
-2401.6897932348547,-6993.63369309327,-1081.0133791933986,-16269.810473345662
-3115.812263730846,-16233.074210878529,-456.8898616772467,-4714.438141252441
-451.1716021744887,-4695.410551145825,-3478.920540110412,-23132.025260670838
-21.26302980207884,-5708.097996961837,-4033.883803472099,-6487.479477777901
-4084.290437796625,-6513.478605172125,-1618.9038915930796,-16558.480019539733
-301.1795807281396,-1896.6174163421729,-25.734503749241412,-27987.16344546951
-3887.4739618000913,-9781.571936637409,-2152.5262683649125,-16239.27451288509
-3701.4757626602295,-11884.10870999602,-2901.698501781764,-26676.499984546357
-3167.5577164529404,-13445.006492531435,-2145.267754733424,-17337.553046047826
-5236.028939121917,-10776.516471034334,-809.0341219178263,-16544.139889312642
-4896.648213960923,-11632.579813382827,-1784.7526849967107,-20019.804199768914
-2.043599618836083,-294.1238083706658,-1671.603433511831,-19632.333822347544
-1082.5850421307605,-6608.006876814552,-2370.6734766803957,-3859.4774022258543
-7828.547434642266,-9316.888112232735,-1657.669875479056,-21952.210129403757
-1126.381671952695,-14665.822429609805,-13.70592062155265,-14351.431042269072
-439.7948565192132,-2197.6804242425055,-3650.906704606232,-6279.818393050018
-16.516158879568675,-4541.098535715768,-9228.539227897789,-10511.034014289711
-9251.17123463376,-10534.32388255374,-1668.283624728505,-21718.387761990245
-804.4858264093255,-13769.049818121925,-14.499291883290425,-15467.01486827296
-665.5787006622801,-2173.052341818189,-3396.2851108377763,-12786.109420412222
-14.17815921234468,-5340.768087888486,-8275.349924102014,-12857.592458710486
-8302.323358099757,-12869.880743462743,-992.9711560510477,-21051.60965449583
-862.3525848740326,-2680.357315028311,-439.4437862317609,-13542.331482322927
-6437.061746672853,-13675.493429108397,-39.22418883354112,-18918.911911935502
-11.670943211603344,-699.4550972470759,-572.7707597301815,-5263.75737747685
-1821.9559152670226,-12344.106828873602,-30.516247331581326,-6190.769641340294
-1216.6930972563387,-12185.436053134286,-454.910310464712,-5694.319425863413
-451.7813984120694,-5674.549167994181,-79.39699385208814,-2078.3380677934197
-70.48957545562939,-2045.6112088461284,-1838.5931631680687,-11482.434546792869
-9.062387808510746,-5979.392713204673,-964.6769049122847,-7763.32529235334
-6.470051525153635,-4867.017439128838,-3411.543700328557,-9699.134034046443
-1440.2612304395916,-14695.26757815416,-323.0597213446017,-4181.655519133914
-326.21809304266435,-4157.164475316711,-102.33427827637479,-6029.2841909619065
-102.16609141755453,-5997.920273328539,-1662.6242522806042,-12449.436660805333
-15.959109663215166,-4184.192600847038,-3893.801245112367,-7803.508325200134
-5008.676086645359,-18379.64715554214,-64.75483608010018,-2410.3954629921654
-14.413159025636098,-4088.826440202269,-3816.7584341106867,-6968.454944795563
-12854.881098184216,-17684.740972128282,-479.59176250282053,-4696.216617624133
-488.17246799165696,-4670.985307887249,-250.62475435913439,-7849.658753941646
-246.84152308766443,-7819.598479353742,-1244.1758205999213,-14819.268881548516
-16.829016805877412,-4250.548813699494,-3833.370946174354,-7047.925684685021
-3859.07145409897,-7089.38997168228,-140.89764309871157,-1892.3291025067572
-7162.419057095924,-13259.905161654076,-4080.0336582799555,-9943.063021407545
-4066.3945608266567,-9931.750946985843,-1643.5416040398477,-5466.610495569527
-1631.1254175443987,-5434.927072689977,-3861.8280837113743,-16211.199748319876
-536.7594721549272,-3972.8620488411666,-803.3954873009874,-1936.7401328162002
-11.50637829784476,-4615.8361796092595,-2884.8227093305304,-8099.085249653845
-2899.618746262291,-8131.657376784584,-1556.1536443305047,-1962.4171564507453
-3680.3412888404287,-8467.706318581446,-3159.5672568549353,-12257.904911113816
-3133.748088568941,-12247.121540337308,-1623.2454508004816,-5154.745027715143
-1607.9350142631397,-5118.505171283736,-4282.163879389122,-14707.595886235877
-3263.9446215198386,-11183.238728089536,-987.9325696190815,-2362.664476279356
-153.6228918238722,-10659.683031638042,-2088.494932060874,-6663.412294501626
-2064.5805752190754,-6674.118643530925,-204.6697698530861,-11649.40222111371
-1926.856084031604,-8556.435419874646,-1795.6228639603971,-5419.096130180228
-3125.9487561934075,-5204.6935777909675,-962.9786973451164,-8000.355531170509
-927.939060304494,-7985.710842039257,-1186.9291965484704,-1854.4902370452796
-1167.586669389733,-1820.213623579017,-2455.3043021576104,-9120.02333456114
-11.618899422002869,-5853.924084586786,-2285.1695440814788,-3668.8765984966467
-3905.034520350422,-14385.170069493328,-2325.9213739593924,-5495.806653384358
-13.694561183219754,-268.79950505518354,-461.8240084565588,-1752.5329251371913
-654.0223631106743,-9685.933386401044,-1590.0558069632443,-6413.580423505506
-1566.7320720502892,-6369.0972736528365,-405.49143855630246,-12804.92518742026
-886.9479369008823,-7313.892212024899,-3712.0453005998806,-6099.543566587619
-1499.7380513087437,-2918.976182089694,-4.018033266186649,-3115.834994077564
-11.340691667583997,-4493.47775926015,-771.7457551795633,-7729.503085152468
-2.8623149278082565,-4245.39222575403,-0.35587016698355,-1125.6325751149986
-2622.9982830318277,-8714.741951343172,-3691.112682817956,-7157.274035932044
-1015.3258499551575,-5012.983171040936,-1972.7589176421088,-5938.857781576641
-401.19683371501554,-2095.4257248787344,-89.12652704036293,-847.5149677106136
-1588.8266617624267,-4986.947264018823,-3985.1154436825636,-6213.330845379936
-1259.299557023437,-4480.520267195313,-154.0194049007805,-6144.299000250587
-1120.5056221579182,-3764.200676670207,-2524.989525481804,-6226.432349518196
-119.33944901252235,-1375.4381083605247,-0.0814793871686561,-19121.473848981972
-1091.507309621912,-2698.008559518713,-1444.872506531782,-5011.647512999468
-11.462874433428269,-3301.8614969044625,-0.18162996663886588,-16322.293521095373
-1094.581684722663,-1859.7638963320244,-397.6684184039457,-3387.041084769882
-208.7727257951192,-12637.468424107225,-1266.148840012178,-11059.418054519074
-34.96302318345102,-1829.8221254371545,-1548.7672711424161,-5818.586854834147
-100.03498885510389,-272.7111048948961,-856.8582217489375,-4864.061028739344
-620.3446850695176,-2229.6460375867327,-14.817711554526847,-1017.7718022241597
-10.436808086584278,-5760.146262668421,-1828.7112975368327,-19828.80347297098
-2.791636976208679,-732.738516536746,-0.08819978373503545,-15835.426547835896
-29.83187994324703,-391.7706514898584,-3074.5200894212467,-16634.56902190688
-53.0236061136402,-4749.211287685188,-2277.8343351098615,-5550.684219577638
-124.16949489847684,-6200.4187314198825,-1519.2208069370863,-5840.403094430101
-7.8033594540702325,-4934.807781750765,-44.039386913703915,-720.7486685062179
-93.29343439308286,-10359.705955255355,-18.17227455201919,-2893.2184515374583
-845.3288411969432,-1964.0422525530569,-729.3849720089399,-2843.722694006685
-411.537344481274,-5157.483651612476,-841.3423064824483,-3448.0768829706767
-572.5593669112486,-2471.7619831864076,-2299.6926498861376,-4057.3671645669874
-821.328028505417,-6042.832616025833,-1950.9922337249532,-3749.637649087547
-496.2980576769396,-2544.465980408998,-2012.5707851304496,-2497.120499049238
-1648.9920666520861,-4817.259886472913,-1643.8108020659047,-2420.3600963715953
-577.4232568935786,-1632.071738223609,-447.0666349019946,-1302.569229355818
-1524.4189016909386,-3637.8144967465614,-734.2288779585313,-1120.7424965531875
-899.4184796661505,-2341.5805437713498,-49.699351601222254,-1063.384606070897
-6.4078110588543495,-11541.915850745345,-705.7401476473206,-6440.374598446429
-4.229203986959305,-409.82236309067747,-201.55881041406656,-4566.384487925777
-95.02741172893548,-4102.849053114815,-77.77669803329582,-2635.258702357329
-9.440499424652444,-3332.9447926285707,-215.3067033053173,-774.9115278958545
-184.46982950258032,-767.8628120989822,-20.98602929452045,-5430.280549379796
-71.8610408695668,-1283.0192463008434,-25.752575397342298,-3161.6203188897675
-1056.9810284046648,-2007.2661639781475,-930.9439213191381,-9245.069262274612
-247.85242971085756,-827.8464533457831,-459.28169477668143,-6597.242719285819
-10.646001300283245,-287.9940209775488,-401.3007330085778,-5491.185839257047
-10.687304404452789,-1122.2937317817652,-2.4242894322715074,-4557.96455505778
-12.934667192776033,-864.6292308937719,-228.25882606002597,-5624.125603871615
-11.942980475279,-842.2979872752703,-813.7542232279266,-5329.147388100198
-8.63466672048321,-894.6413418854739,-1217.9080206726367,-4459.001036944551
-1257.9517282642164,-4564.146782477971,-1278.086313354964,-2461.8245753169113
-1228.5202961340988,-4323.976896248713,-1285.0921624447274,-2183.38281314121
-0.1152311482248419,-1712.6699222407522,-901.4312179681949,-2193.887629688055
-1.4562178379601391,-1525.6980714076453,-119.80271859582308,-4007.470459504763
-724.3464587988851,-4144.13230096674,-1191.0238257811761,-2158.0776146485114
-4.326802153021163,-1371.5622626357974,-553.2206475886614,-2796.00036071212
-143.57795228245004,-4156.3383074831745,-1135.2267685306415,-2121.272865258421
-5.701955481767982,-6111.476930931806,-271.9560360526825,-4335.339465656301
-5.83349283293262,-833.4858392898701,-624.8195491313433,-1447.7073063374066
-6.033339446707032,-3996.857779556589,-868.2249355173929,-1845.6831455372946
-1.7334667008445308,-533.6031078535989,-2901.990782844403,-14565.023377311849
-19.11838841595909,-11256.507344005917,-319.3289997987722,-9339.114359576228
-31.945824923304738,-1336.8139559604842,-293.7899921423232,-10211.516740035411
-2292.625165873927,-6419.9556446729475,-2256.8015242603506,-6409.5602921459
-9.790959894532591,-300.9234661461168,-169.98461240772627,-4242.154456195789
-406.82179253567,-835.9437714291737,-4.128241987762689,-1979.7149148268124
-102.89542416159111,-3000.2468335288386,-386.34154732810566,-10861.032964390644
-5903.131732076068,-8727.294537455182,-5934.13535067803,-8802.86513760322
-23.88327257777746,-8736.88019330357,-140.85860849951862,-1609.016071065911
-260.7810265294944,-836.779367757615,-264.7966560174444,-797.1032463263057
-56.704347218334874,-1146.742369090259,-40.85007148886962,-1298.8360247025366
-1188.4969924674715,-6191.784135462216,-1129.2433970056536,-6138.1279408849705
-2736.168919330934,-10711.583766215943,-2724.09326534723,-10727.99267215277
-246.4857089144746,-2089.63547638826,-215.80177606248412,-2077.631207335953
-1718.311887780133,-6352.248414954242,-1651.4276050579888,-6297.960090254511
-3260.3168310886062,-9423.870180630143,-3235.570457591931,-9410.98081193932
-458.0268776438128,-3501.6610496022813,-477.06197239915053,-3492.542885999287
-353.87629456292234,-11039.059740593328,-346.4821383825365,-11054.329629195588
-975.6441252862387,-10381.216714557511,-972.9812407641693,-10395.10909126708
-9.186062455123192,-4117.28831803804,-0.0720123881346808,-4102.764245546436
-163.35548225233106,-3726.0307024400518,-133.53246684470923,-3709.375522657244
-2546.032419791003,-4235.809621224622,-2565.8659350655544,-4263.287873528196
-2426.7838221311895,-3349.7484044313105,-2385.359527998983,-3358.936858719767
-780.7637730093816,-3292.0328578499934,-755.7919963018444,-3279.765498815343
-512.2781037629767,-1364.9061003385857,-490.9050782830534,-1314.9054075567904
-682.3004042863116,-1093.218516612126,-697.9426972177289,-1076.3704741689899
-174.71967175334146,-1501.1030211177524,-158.63306089522246,-1482.3070636164962
-1436.4879529809077,-7280.073570456593,-1408.3228497171822,-7291.676906142192
-3569.0306712622955,-4790.99349865958,-3543.4917645632086,-4820.666438561791
-613.5904926541248,-2712.759543966969,-592.2841775307788,-2698.6912253012524
-294.0785281997046,-1930.5838558334985,-279.09440430288873,-1951.3958300721113
-967.4484021252019,-4498.188621800579,-951.8167387608028,-4516.1862519618535
-1264.669670609042,-5259.146613570645,-1259.993019123308,-5278.90871427513
-3.7141944841337136,-4033.772358708005,-1.2362239054705242,-4041.7315609761213
-3.6993030893518153,-3466.2504468572424,-7.689163277677835,-3447.1834811467606
-414.8591864842542,-1288.3167168360583,-371.41930666590383,-1288.8584032950334
-281.85182991579927,-911.5194164220914,-254.45233142765846,-902.5487061699978
-326.12401924300775,-6018.319675825352,-357.3160625734108,-6046.938911791824
-1098.383005455709,-5041.399587317728,-1081.7452270025303,-5026.358410692782
