x_1,y_1,x_2,y_2
-168.03708103138888,-4596.502378197127,-248.10536816415856,-1891.6585783690446
-1130.1914629974735,-4502.335026260339,-130.15998456111356,-4195.297840145918
-16.016029350807457,-2952.41548920388,-6.416807218556642e-05,-2663.061347205245
-665.2604446050277,-1886.2933884027846,-426.90602332578237,-2986.5556465960926
-2219.2522149978777,-3261.7990545333723,-1784.496472214343,-2173.746691848157
-10.59001959522493,-1346.4925552491354,-0.0018255546772252274,-1176.911546425513
-1862.167993368051,-2697.4601804600743,-956.249300638991,-1571.8745396930403
-0.004867850705522869,-1643.5253583799156,-374.9712611694772,-1546.0921238402884
-4.9824462269986896,-347.65359350688806,-74.4767217570521,-320.07004643142443
-11.484795452244725,-8508.501868366115,-813.4087585281359,-6641.628778092958
-1346.556866863797,-6974.854876300266,-595.8536875120417,-5322.343761218428
-846.0604376685042,-5866.420824538527,-286.6709308999207,-3635.784208260236
-995.676534923623,-4520.215493884971,-702.1780701165399,-4439.124298047523
-10.800406122320965,-5820.146918630486,-1175.0981395954532,-4815.104252982672
-87.6287259430037,-4722.382733407582,-764.7549864062116,-4260.379657148475
-237.50706039453326,-4211.032322540037,-280.8847891911223,-1529.9201424495025
-921.4636883783769,-4145.912837500529,-4.098885503498877,-3734.9964075415455
-27.645766861702214,-2486.1374515220873,-7.009721048234496e-05,-2414.9848111511146
-524.5258732356449,-1606.0637874088864,-270.9297682278075,-2498.536448813208
-1960.190023543257,-2914.8870028239307,-1572.4338011492516,-2128.240271116373
-1657.3253845125985,-2486.493341073339,-775.9884893733955,-1149.8880975406669
-774.5439521448103,-1147.6569145544083,-446.4447359557139,-1647.8816495423328
-444.95962089068234,-1646.163731160099,-601.8272113369519,-836.7247906161731
-0.04553251972720318,-1303.4690031457849,-312.45042196119925,-1192.7759269157539
-11.954851032691295,-8164.890394328638,-796.0574069205877,-6339.5146755989435
-1317.7412428641655,-6554.611662409272,-538.8760059816104,-4910.074738647296
-849.5973173632519,-5428.030246113311,-252.18304343303998,-3343.82232766071
-973.7435631648186,-4052.394742499244,-548.7273864105946,-4062.1296692534675
-4.8903508808007246,-5489.866671976865,-1158.3483378686833,-4447.301442404754
-20.29861151955629,-4400.354010703343,-577.9564049758364,-3793.086258598382
-333.55454728968016,-3922.182909985711,-330.44455434467864,-1221.6694898447745
-418.1767990305808,-1369.8433425709816,-177.12457901640641,-1996.9987730343748
-1763.244406935983,-2580.6663596655794,-1404.6839575177385,-1987.8762231463238
-1452.8290565586499,-2334.011031331975,-593.2167890156564,-784.3717729960623
-591.4057090363319,-781.5380775847618,-719.0935414334459,-1428.6668955782727
-718.4199595576193,-1427.079430090818,-483.4274420095803,-736.1466241525291
-265.27532286155497,-1022.1990728903982,-86.96301732153483,-399.6507979860823
-0.18471071402450434,-965.98060109933,-220.87972111448335,-828.5346160437199
-5.748680073471405,-7888.509544413833,-755.6772241212384,-6080.09395507798
-1288.1166317046318,-6128.190253060994,-505.3906560417736,-4529.180877161351
-842.9740666582402,-5012.763970451135,-256.633006058978,-3094.7357683550845
-986.1112213694478,-3616.114364568052,-399.59860994474184,-3672.2784042154144
-8.753798926048148,-5266.630862748451,-1083.384479872845,-4099.296062119342
-444.7234627347111,-3685.4949515719295,-378.06280961256607,-943.7045548893872
-12.46799237239884,-2701.2993883420177,-176.3152067842425,-2646.909494143492
-370.95995742108346,-1180.8874852058696,-136.6476208605609,-1671.9994280896344
-1632.2629903181305,-2278.0968729631195,-1252.0438019472033,-1794.403951959047
-1253.818369537361,-2174.632558197014,-399.8861560717013,-499.7843456372831
-397.59530013232444,-497.6263185200193,-799.2820765291068,-1209.183438607612
-798.3250063691346,-1207.6210995878967,-323.70250159026534,-731.8578316616878
-117.55678020468031,-862.1100593949291,-95.66246636428261,-329.462442082983
-0.6027844177997395,-701.7405316603864,-98.50152244229656,-534.575275043055
-1248.2906533859805,-5708.913081965582,-449.3119411238358,-4140.555704139836
-837.3898628814541,-4605.415496005265,-253.52783910835024,-2876.880028323291
-992.4149347896027,-3192.4567082768035,-298.33064231329445,-3338.899460225768
-7.822961159135957,-5050.552488021467,-984.006292691829,-3777.9791199058272
-534.4144346072158,-3429.0928896115342,-408.85553262541555,-721.0764436929438
-41.20079719291243,-2456.2260445429274,-61.95105606137895,-2295.295297088035
-366.2705047214481,-1013.9111969387081,-119.34999254441664,-1481.598760812517
-1529.476733512482,-1977.7638670734555,-1079.4406014287,-1645.195384899425
-1035.6594323793329,-1107.8911047300421,-232.33238179177567,-679.7736667922087
-21.39035900787667,-560.6130894784513,-113.34093631419137,-338.8412383684258
-1189.2414940447652,-5329.74703134586,-463.70544564791817,-3790.66030752591
-833.8004048158264,-4207.302439422455,-241.79602370776183,-2647.0382963605975
-960.7934959322279,-2804.0686256498034,-221.89542850142334,-3081.023272670451
-574.4392784385168,-3132.1730872841395,-399.7621803880511,-544.7558249830427
-385.030706353175,-871.0888615179188,-127.23203015141166,-1329.9235026855024
-1414.9022484035634,-1663.8327369479991,-918.5855467257318,-1570.8048341336432
-866.0945750064851,-982.4487599544524,-168.99276644229818,-597.0407265996939
-1118.2280132033247,-5014.529921366989,-498.3425012473126,-3474.6082433815936
-823.070580846017,-3869.942358607108,-218.63852518821295,-2440.735467731709
-884.445562809271,-2492.2804503743228,-164.43060717324624,-2841.2757526900346
-547.007433329657,-2842.4852424515934,-311.2410853501947,-466.9903599623053
-423.2366800120476,-731.366255778968,-160.06471319117998,-1176.6608574875308
-1250.8630978178069,-1409.6664431978181,-791.0659412530881,-1495.7505260320681
-659.984313089405,-875.1646737270013,-149.36915214296206,-491.1842841363348
-1045.2695738223129,-4730.992511138625,-529.749575078532,-3189.386289179281
-806.8667268463414,-3583.6697111419403,-198.0248572364642,-2261.468093202989
-761.830571830003,-2214.8309882285907,-108.76678516886568,-2567.609748339435
-447.2524384659914,-2599.8607817488523,-236.97016750633526,-385.04374850928974
-447.77738573000113,-619.1981391723426,-210.8328333040397,-1016.5947790006478
-1091.3160119562156,-1148.7142614812844,-688.969932335575,-1311.464637976925
-384.4322140242027,-755.1972110246254,-152.85449410396896,-390.7450237182967
-984.9667186075594,-4469.801164693222,-576.2569948880418,-2896.739770248677
-797.9752564954374,-3313.426660008469,-165.1860576192721,-2107.8685383279935
-595.4803197124136,-1957.845974232899,-55.42606577098195,-2296.9392906743306
-288.58193928902165,-2391.7857975273846,-175.08588592466168,-305.2330075079555
-430.7620497474428,-548.7731065025572,-267.41624967472603,-881.2659707842583
-905.5240215867174,-972.7246966750014,-595.7422283161668,-1029.2473346721144
-125.19948048433668,-591.6437201992571,-180.2800338799292,-284.6493789618677
-954.9209554609588,-4245.72375889451,-622.6876827016652,-2613.625671790522
-791.9481976160482,-3059.2499225011393,-135.7754411000301,-1937.4509840708683
-421.27235818473855,-1722.8516957703396,-23.192310233511307,-2109.0845986410004
-153.44279169212405,-2236.156848200454,-100.57636860810385,-266.41222544707193
-14.384756919462234,-4374.515374306124,-714.0187706212887,-2264.853726937305
-430.44196425004066,-492.14494981245934,-333.1173467533514,-746.9456720454767
-730.125097659102,-887.515283200273,-500.2075650812628,-748.3510591863153
-964.0889781267792,-4060.9439198224395,-676.1316536621318,-2404.061461572243
-782.3930642760824,-2822.2440817200113,-130.00769107192264,-1737.357711149757
-274.580395118689,-1546.5666690902954,-0.35281141358746027,-1953.7904964510785
-63.50609478743945,-2095.3168345948848,-45.73037257202003,-290.3731277941909
-398.17838602748776,-518.2731215408717,-324.0557822820998,-601.4735756280564
-615.8151551839178,-794.9800108317072,-394.5280549765642,-559.0863859414046
-994.6114970410672,-3900.135634306589,-725.0730137332357,-2295.5793300167643
-755.8693196093161,-2639.470341035215,-120.52198990179886,-1577.6737193267168
-292.6095334690724,-1361.9710634547557,-22.844866049656844,-956.116529214015
-21.372088953672915,-955.2921757252822,-87.05783404615659,-1428.61149273607
-3.3974474616575208,-1915.9790240578125,-20.13986121733967,-356.2802265969914
-393.6691320823524,-539.0212976051475,-277.6936889630021,-440.03061523621665
-29.995258442014176,-456.79376591101317,-186.70680029488054,-324.9700032939867
-514.1273302154256,-688.8070569916057,-319.54400651430154,-444.040862870464
-1031.8283486792243,-3746.6122030785887,-742.7685264795016,-2236.590970590811
-692.7878741905861,-2555.4891643836327,-134.2836294591766,-1453.3074502527375
-183.35186818787747,-1180.8851771002085,-156.32696468247377,-812.0090491114715
-155.17138705588047,-810.9575039353305,-26.206759847609646,-1361.1203618870095
-397.42743766661766,-536.9427405560385,-213.24073471276455,-320.3252748087198
-386.62197942591683,-589.1203911795519,-270.0593978633665,-387.6175735721804
-1066.811195743192,-3605.8435894130575,-625.4819451973847,-2208.1071661307406
-622.1403460771744,-2522.8843121259506,-156.01322874037032,-1394.765427265489
-34.34377971178674,-1048.8714989137015,-297.6117137222182,-737.4070851059067
-296.4679600198885,-736.2088588277677,-1.246456019420748,-1294.4569459037589
-190.5522208138832,-580.8376107290856,-260.0801857177822,-333.41630476073345
-1092.0222683252869,-3491.1802463231506,-643.9316333558138,-2201.9833446715297
-578.6492238940893,-2501.875434309036,-182.48324655983538,-1411.3106377175084
-34.305479641412944,-511.9848569674738,-24.934433538428493,-620.5570234470451
-23.62829820800448,-619.1948180944858,-182.27894528123,-463.4961554267778
